;ADS_Index
1996:03:05;0.367829
1996:03:06;0.333547
1996:03:07;0.301017
1996:03:08;0.270228
1996:03:09;0.241168
1996:03:10;0.213823
1996:03:11;0.18951
1996:03:12;0.168219
1996:03:13;0.14994
1996:03:14;0.134668
1996:03:15;0.122395
1996:03:16;0.113118
1996:03:17;0.106833
1996:03:18;0.104417
1996:03:19;0.10587
1996:03:20;0.111191
1996:03:21;0.120384
1996:03:22;0.133452
1996:03:23;0.1504
1996:03:24;0.171234
1996:03:25;0.192641
1996:03:26;0.214629
1996:03:27;0.237206
1996:03:28;0.260381
1996:03:29;0.284163
1996:03:30;0.308562
1996:03:31;0.333586
1996:04:01;0.359634
1996:04:02;0.384356
1996:04:03;0.407763
1996:04:04;0.429863
1996:04:05;0.450666
1996:04:06;0.470179
1996:04:07;0.488409
1996:04:08;0.505894
1996:04:09;0.522639
1996:04:10;0.538652
1996:04:11;0.553938
1996:04:12;0.568504
1996:04:13;0.582355
1996:04:14;0.595496
1996:04:15;0.608969
1996:04:16;0.622779
1996:04:17;0.636932
1996:04:18;0.651432
1996:04:19;0.666285
1996:04:20;0.681498
1996:04:21;0.697076
1996:04:22;0.711424
1996:04:23;0.724548
1996:04:24;0.736454
1996:04:25;0.747145
1996:04:26;0.756626
1996:04:27;0.764901
1996:04:28;0.771973
1996:04:29;0.778724
1996:04:30;0.785157
1996:05:01;0.791275
1996:05:02;0.796484
1996:05:03;0.800784
1996:05:04;0.804178
1996:05:05;0.806668
1996:05:06;0.809108
1996:05:07;0.8115
1996:05:08;0.813844
1996:05:09;0.816142
1996:05:10;0.818395
1996:05:11;0.820603
1996:05:12;0.822766
1996:05:13;0.823957
1996:05:14;0.824174
1996:05:15;0.823418
1996:05:16;0.821689
1996:05:17;0.818985
1996:05:18;0.815307
1996:05:19;0.810652
1996:05:20;0.805233
1996:05:21;0.799047
1996:05:22;0.792092
1996:05:23;0.784365
1996:05:24;0.775864
1996:05:25;0.766585
1996:05:26;0.756524
1996:05:27;0.745621
1996:05:28;0.733873
1996:05:29;0.721275
1996:05:30;0.707822
1996:05:31;0.693508
1996:06:01;0.678328
1996:06:02;0.663055
1996:06:03;0.6483
1996:06:04;0.634057
1996:06:05;0.62032
1996:06:06;0.607084
1996:06:07;0.594344
1996:06:08;0.582095
1996:06:09;0.570332
1996:06:10;0.55815
1996:06:11;0.545545
1996:06:12;0.532511
1996:06:13;0.519044
1996:06:14;0.505137
1996:06:15;0.490787
1996:06:16;0.475986
1996:06:17;0.461069
1996:06:18;0.446029
1996:06:19;0.43086
1996:06:20;0.415557
1996:06:21;0.400113
1996:06:22;0.384523
1996:06:23;0.36878
1996:06:24;0.352728
1996:06:25;0.336363
1996:06:26;0.319676
1996:06:27;0.302661
1996:06:28;0.285312
1996:06:29;0.267623
1996:06:30;0.249585
1996:07:01;0.231581
1996:07:02;0.214782
1996:07:03;0.199182
1996:07:04;0.184775
1996:07:05;0.171555
1996:07:06;0.159517
1996:07:07;0.148657
1996:07:08;0.138967
1996:07:09;0.130444
1996:07:10;0.123083
1996:07:11;0.116883
1996:07:12;0.111841
1996:07:13;0.107954
1996:07:14;0.105222
1996:07:15;0.102742
1996:07:16;0.100516
1996:07:17;0.0985401
1996:07:18;0.0968152
1996:07:19;0.0953403
1996:07:20;0.0941147
1996:07:21;0.093138
1996:07:22;0.0928431
1996:07:23;0.0932301
1996:07:24;0.094299
1996:07:25;0.0960503
1996:07:26;0.0984846
1996:07:27;0.101603
1996:07:28;0.105406
1996:07:29;0.110074
1996:07:30;0.115609
1996:07:31;0.122012
1996:08:01;0.129286
1996:08:02;0.136263
1996:08:03;0.142945
1996:08:04;0.149336
1996:08:05;0.155711
1996:08:06;0.162075
1996:08:07;0.16843
1996:08:08;0.174777
1996:08:09;0.18112
1996:08:10;0.187461
1996:08:11;0.193802
1996:08:12;0.200157
1996:08:13;0.206528
1996:08:14;0.212919
1996:08:15;0.21933
1996:08:16;0.225766
1996:08:17;0.232228
1996:08:18;0.238719
1996:08:19;0.245072
1996:08:20;0.25129
1996:08:21;0.257374
1996:08:22;0.263328
1996:08:23;0.269153
1996:08:24;0.274852
1996:08:25;0.280427
1996:08:26;0.285479
1996:08:27;0.290011
1996:08:28;0.294024
1996:08:29;0.297519
1996:08:30;0.300498
1996:08:31;0.302963
1996:09:01;0.304913
1996:09:02;0.306555
1996:09:03;0.307887
1996:09:04;0.308912
1996:09:05;0.309628
1996:09:06;0.310037
1996:09:07;0.310139
1996:09:08;0.309934
1996:09:09;0.309471
1996:09:10;0.30875
1996:09:11;0.307771
1996:09:12;0.306533
1996:09:13;0.305037
1996:09:14;0.303281
1996:09:15;0.301264
1996:09:16;0.299398
1996:09:17;0.29768
1996:09:18;0.296111
1996:09:19;0.29469
1996:09:20;0.293416
1996:09:21;0.292289
1996:09:22;0.291308
1996:09:23;0.289676
1996:09:24;0.287391
1996:09:25;0.284453
1996:09:26;0.28086
1996:09:27;0.276612
1996:09:28;0.271706
1996:09:29;0.266141
1996:09:30;0.2595
1996:10:01;0.251778
1996:10:02;0.244449
1996:10:03;0.237511
1996:10:04;0.230959
1996:10:05;0.224792
1996:10:06;0.219007
1996:10:07;0.214125
1996:10:08;0.210143
1996:10:09;0.207059
1996:10:10;0.204873
1996:10:11;0.203584
1996:10:12;0.203191
1996:10:13;0.203694
1996:10:14;0.205182
1996:10:15;0.207658
1996:10:16;0.21112
1996:10:17;0.215571
1996:10:18;0.221013
1996:10:19;0.227447
1996:10:20;0.234876
1996:10:21;0.244033
1996:10:22;0.254923
1996:10:23;0.267548
1996:10:24;0.281914
1996:10:25;0.298026
1996:10:26;0.315892
1996:10:27;0.335517
1996:10:28;0.355364
1996:10:29;0.375441
1996:10:30;0.395756
1996:10:31;0.416316
1996:11:01;0.43713
1996:11:02;0.455696
1996:11:03;0.47202
1996:11:04;0.486599
1996:11:05;0.499436
1996:11:06;0.510538
1996:11:07;0.519909
1996:11:08;0.527552
1996:11:09;0.533471
1996:11:10;0.537667
1996:11:11;0.541132
1996:11:12;0.543867
1996:11:13;0.545873
1996:11:14;0.54715
1996:11:15;0.5477
1996:11:16;0.547522
1996:11:17;0.546617
1996:11:18;0.544549
1996:11:19;0.541317
1996:11:20;0.53692
1996:11:21;0.531356
1996:11:22;0.524624
1996:11:23;0.51672
1996:11:24;0.507641
1996:11:25;0.49648
1996:11:26;0.48323
1996:11:27;0.467888
1996:11:28;0.450447
1996:11:29;0.4309
1996:11:30;0.40924
1996:12:01;0.385458
1996:12:02;0.36344
1996:12:03;0.343178
1996:12:04;0.324662
1996:12:05;0.307887
1996:12:06;0.292846
1996:12:07;0.279532
1996:12:08;0.26794
1996:12:09;0.25691
1996:12:10;0.246436
1996:12:11;0.236514
1996:12:12;0.22714
1996:12:13;0.218312
1996:12:14;0.210025
1996:12:15;0.202276
1996:12:16;0.195097
1996:12:17;0.188487
1996:12:18;0.182441
1996:12:19;0.176958
1996:12:20;0.172035
1996:12:21;0.167671
1996:12:22;0.163864
1996:12:23;0.161014
1996:12:24;0.159119
1996:12:25;0.158179
1996:12:26;0.158193
1996:12:27;0.159162
1996:12:28;0.161085
1996:12:29;0.163964
1996:12:30;0.167043
1996:12:31;0.170321
1997:01:01;0.173802
1997:01:02;0.178166
1997:01:03;0.183417
1997:01:04;0.189556
1997:01:05;0.196584
1997:01:06;0.203913
1997:01:07;0.211544
1997:01:08;0.219481
1997:01:09;0.227727
1997:01:10;0.236284
1997:01:11;0.245157
1997:01:12;0.254349
1997:01:13;0.265831
1997:01:14;0.279609
1997:01:15;0.295687
1997:01:16;0.314073
1997:01:17;0.334772
1997:01:18;0.357794
1997:01:19;0.383147
1997:01:20;0.409712
1997:01:21;0.437499
1997:01:22;0.46652
1997:01:23;0.496784
1997:01:24;0.528305
1997:01:25;0.561095
1997:01:26;0.595165
1997:01:27;0.630462
1997:01:28;0.666999
1997:01:29;0.704791
1997:01:30;0.743851
1997:01:31;0.784196
1997:02:01;0.825841
1997:02:02;0.864791
1997:02:03;0.900586
1997:02:04;0.93324
1997:02:05;0.962765
1997:02:06;0.989174
1997:02:07;1.01248
1997:02:08;1.03268
1997:02:09;1.0498
1997:02:10;1.06454
1997:02:11;1.07693
1997:02:12;1.08696
1997:02:13;1.09464
1997:02:14;1.09997
1997:02:15;1.10295
1997:02:16;1.10358
1997:02:17;1.10236
1997:02:18;1.0993
1997:02:19;1.09438
1997:02:20;1.0876
1997:02:21;1.07897
1997:02:22;1.06848
1997:02:23;1.05612
1997:02:24;1.04144
1997:02:25;1.02444
1997:02:26;1.0051
1997:02:27;0.983418
1997:02:28;0.95939
1997:03:01;0.933004
1997:03:02;0.907158
1997:03:03;0.881687
1997:03:04;0.85658
1997:03:05;0.831829
1997:03:06;0.807422
1997:03:07;0.783352
1997:03:08;0.759607
1997:03:09;0.736179
1997:03:10;0.713307
1997:03:11;0.690981
1997:03:12;0.669192
1997:03:13;0.647931
1997:03:14;0.627192
1997:03:15;0.606965
1997:03:16;0.587242
1997:03:17;0.567732
1997:03:18;0.548426
1997:03:19;0.529317
1997:03:20;0.510397
1997:03:21;0.491659
1997:03:22;0.473096
1997:03:23;0.4547
1997:03:24;0.437077
1997:03:25;0.420221
1997:03:26;0.404124
1997:03:27;0.38878
1997:03:28;0.374183
1997:03:29;0.360329
1997:03:30;0.34721
1997:03:31;0.334372
1997:04:01;0.321809
1997:04:02;0.309886
1997:04:03;0.2986
1997:04:04;0.287945
1997:04:05;0.277917
1997:04:06;0.268512
1997:04:07;0.259945
1997:04:08;0.252213
1997:04:09;0.245313
1997:04:10;0.239241
1997:04:11;0.233995
1997:04:12;0.229574
1997:04:13;0.225976
1997:04:14;0.222343
1997:04:15;0.218675
1997:04:16;0.21497
1997:04:17;0.211226
1997:04:18;0.207442
1997:04:19;0.203616
1997:04:20;0.199748
1997:04:21;0.197397
1997:04:22;0.196562
1997:04:23;0.197243
1997:04:24;0.199441
1997:04:25;0.203155
1997:04:26;0.208388
1997:04:27;0.215142
1997:04:28;0.222727
1997:04:29;0.231144
1997:04:30;0.240399
1997:05:01;0.250494
1997:05:02;0.260974
1997:05:03;0.271842
1997:05:04;0.283103
1997:05:05;0.293466
1997:05:06;0.302935
1997:05:07;0.311514
1997:05:08;0.319206
1997:05:09;0.326014
1997:05:10;0.33194
1997:05:11;0.336988
1997:05:12;0.3424
1997:05:13;0.348178
1997:05:14;0.354325
1997:05:15;0.360842
1997:05:16;0.367733
1997:05:17;0.375
1997:05:18;0.382646
1997:05:19;0.390233
1997:05:20;0.397764
1997:05:21;0.405242
1997:05:22;0.412669
1997:05:23;0.42005
1997:05:24;0.427386
1997:05:25;0.43468
1997:05:26;0.442432
1997:05:27;0.450645
1997:05:28;0.45932
1997:05:29;0.468463
1997:05:30;0.478076
1997:05:31;0.488164
1997:06:01;0.498729
1997:06:02;0.509414
1997:06:03;0.520222
1997:06:04;0.531157
1997:06:05;0.542225
1997:06:06;0.553428
1997:06:07;0.564772
1997:06:08;0.576261
1997:06:09;0.587828
1997:06:10;0.599477
1997:06:11;0.611213
1997:06:12;0.623041
1997:06:13;0.634964
1997:06:14;0.646989
1997:06:15;0.659119
1997:06:16;0.670246
1997:06:17;0.680376
1997:06:18;0.689511
1997:06:19;0.697656
1997:06:20;0.704814
1997:06:21;0.710987
1997:06:22;0.716178
1997:06:23;0.7215
1997:06:24;0.726956
1997:06:25;0.732548
1997:06:26;0.738277
1997:06:27;0.744146
1997:06:28;0.750158
1997:06:29;0.756314
1997:06:30;0.763442
1997:07:01;0.771546
1997:07:02;0.779901
1997:07:03;0.788511
1997:07:04;0.79738
1997:07:05;0.806511
1997:07:06;0.815907
1997:07:07;0.82371
1997:07:08;0.829924
1997:07:09;0.83455
1997:07:10;0.837591
1997:07:11;0.839048
1997:07:12;0.838922
1997:07:13;0.837211
1997:07:14;0.833487
1997:07:15;0.827748
1997:07:16;0.819992
1997:07:17;0.810216
1997:07:18;0.798415
1997:07:19;0.784586
1997:07:20;0.768723
1997:07:21;0.75222
1997:07:22;0.735072
1997:07:23;0.717272
1997:07:24;0.698812
1997:07:25;0.679686
1997:07:26;0.659886
1997:07:27;0.639405
1997:07:28;0.618629
1997:07:29;0.597552
1997:07:30;0.576164
1997:07:31;0.554457
1997:08:01;0.532424
1997:08:02;0.512463
1997:08:03;0.494567
1997:08:04;0.478505
1997:08:05;0.464271
1997:08:06;0.45186
1997:08:07;0.441267
1997:08:08;0.432487
1997:08:09;0.425517
1997:08:10;0.420354
1997:08:11;0.417229
1997:08:12;0.416141
1997:08:13;0.417089
1997:08:14;0.420073
1997:08:15;0.425094
1997:08:16;0.432155
1997:08:17;0.441258
1997:08:18;0.451076
1997:08:19;0.461611
1997:08:20;0.472869
1997:08:21;0.484854
1997:08:22;0.497569
1997:08:23;0.511021
1997:08:24;0.525214
1997:08:25;0.541096
1997:08:26;0.558673
1997:08:27;0.577952
1997:08:28;0.59894
1997:08:29;0.621645
1997:08:30;0.646077
1997:08:31;0.672244
1997:09:01;0.699099
1997:09:02;0.723726
1997:09:03;0.746135
1997:09:04;0.766335
1997:09:05;0.784333
1997:09:06;0.800137
1997:09:07;0.813753
1997:09:08;0.826078
1997:09:09;0.837118
1997:09:10;0.846876
1997:09:11;0.855357
1997:09:12;0.862564
1997:09:13;0.868499
1997:09:14;0.873165
1997:09:15;0.876659
1997:09:16;0.878983
1997:09:17;0.880137
1997:09:18;0.880122
1997:09:19;0.878938
1997:09:20;0.876585
1997:09:21;0.87306
1997:09:22;0.868229
1997:09:23;0.862089
1997:09:24;0.854638
1997:09:25;0.845873
1997:09:26;0.835791
1997:09:27;0.824387
1997:09:28;0.811658
1997:09:29;0.797316
1997:09:30;0.781357
1997:10:01;0.763774
1997:10:02;0.746896
1997:10:03;0.730715
1997:10:04;0.715226
1997:10:05;0.700422
1997:10:06;0.686279
1997:10:07;0.67279
1997:10:08;0.659952
1997:10:09;0.647758
1997:10:10;0.636205
1997:10:11;0.625287
1997:10:12;0.615
1997:10:13;0.606183
1997:10:14;0.598833
1997:10:15;0.592948
1997:10:16;0.588523
1997:10:17;0.585559
1997:10:18;0.584053
1997:10:19;0.584006
1997:10:20;0.584302
1997:10:21;0.584943
1997:10:22;0.585927
1997:10:23;0.587256
1997:10:24;0.58893
1997:10:25;0.59095
1997:10:26;0.593316
1997:10:27;0.596877
1997:10:28;0.601632
1997:10:29;0.607584
1997:10:30;0.614736
1997:10:31;0.623089
1997:11:01;0.632648
1997:11:02;0.641584
1997:11:03;0.649371
1997:11:04;0.656014
1997:11:05;0.661515
1997:11:06;0.665875
1997:11:07;0.669098
1997:11:08;0.671183
1997:11:09;0.672132
1997:11:10;0.672934
1997:11:11;0.673589
1997:11:12;0.674098
1997:11:13;0.67446
1997:11:14;0.674677
1997:11:15;0.674747
1997:11:16;0.674672
1997:11:17;0.672979
1997:11:18;0.669669
1997:11:19;0.664739
1997:11:20;0.658189
1997:11:21;0.650015
1997:11:22;0.640214
1997:11:23;0.628783
1997:11:24;0.616818
1997:11:25;0.604315
1997:11:26;0.591268
1997:11:27;0.577674
1997:11:28;0.563526
1997:11:29;0.548818
1997:11:30;0.533546
1997:12:01;0.517251
1997:12:02;0.501551
1997:12:03;0.486442
1997:12:04;0.471917
1997:12:05;0.457972
1997:12:06;0.444599
1997:12:07;0.431794
1997:12:08;0.419857
1997:12:09;0.408783
1997:12:10;0.398568
1997:12:11;0.389208
1997:12:12;0.380698
1997:12:13;0.373036
1997:12:14;0.366219
1997:12:15;0.359387
1997:12:16;0.352538
1997:12:17;0.345668
1997:12:18;0.338775
1997:12:19;0.331857
1997:12:20;0.32491
1997:12:21;0.317932
1997:12:22;0.311171
1997:12:23;0.304623
1997:12:24;0.298286
1997:12:25;0.292158
1997:12:26;0.286236
1997:12:27;0.280518
1997:12:28;0.275002
1997:12:29;0.270396
1997:12:30;0.266697
1997:12:31;0.263905
1998:01:01;0.262019
1998:01:02;0.260625
1998:01:03;0.259723
1998:01:04;0.259313
1998:01:05;0.259856
1998:01:06;0.261354
1998:01:07;0.263806
1998:01:08;0.267213
1998:01:09;0.271577
1998:01:10;0.2769
1998:01:11;0.283183
1998:01:12;0.290049
1998:01:13;0.297503
1998:01:14;0.305545
1998:01:15;0.31418
1998:01:16;0.323411
1998:01:17;0.333242
1998:01:18;0.343676
1998:01:19;0.352749
1998:01:20;0.360466
1998:01:21;0.366829
1998:01:22;0.371841
1998:01:23;0.375503
1998:01:24;0.377818
1998:01:25;0.378785
1998:01:26;0.380265
1998:01:27;0.382257
1998:01:28;0.384762
1998:01:29;0.387781
1998:01:30;0.391316
1998:01:31;0.395368
1998:02:01;0.399937
1998:02:02;0.403715
1998:02:03;0.406702
1998:02:04;0.408899
1998:02:05;0.410308
1998:02:06;0.410928
1998:02:07;0.410761
1998:02:08;0.409805
1998:02:09;0.408688
1998:02:10;0.40741
1998:02:11;0.405969
1998:02:12;0.404365
1998:02:13;0.402598
1998:02:14;0.400667
1998:02:15;0.39857
1998:02:16;0.396138
1998:02:17;0.393368
1998:02:18;0.39026
1998:02:19;0.386812
1998:02:20;0.383023
1998:02:21;0.378891
1998:02:22;0.374416
1998:02:23;0.368875
1998:02:24;0.362267
1998:02:25;0.354588
1998:02:26;0.345837
1998:02:27;0.336009
1998:02:28;0.3251
1998:03:01;0.313107
1998:03:02;0.301303
1998:03:03;0.289684
1998:03:04;0.278245
1998:03:05;0.266981
1998:03:06;0.255888
1998:03:07;0.244963
1998:03:08;0.2342
1998:03:09;0.224479
1998:03:10;0.215797
1998:03:11;0.208151
1998:03:12;0.201537
1998:03:13;0.195953
1998:03:14;0.191397
1998:03:15;0.187867
1998:03:16;0.184964
1998:03:17;0.182689
1998:03:18;0.181039
1998:03:19;0.180014
1998:03:20;0.179615
1998:03:21;0.17984
1998:03:22;0.18069
1998:03:23;0.181671
1998:03:24;0.182784
1998:03:25;0.184028
1998:03:26;0.185405
1998:03:27;0.186915
1998:03:28;0.188559
1998:03:29;0.190337
1998:03:30;0.192647
1998:03:31;0.195491
1998:04:01;0.198869
1998:04:02;0.20254
1998:04:03;0.206505
1998:04:04;0.210765
1998:04:05;0.215323
1998:04:06;0.219823
1998:04:07;0.224266
1998:04:08;0.228653
1998:04:09;0.232987
1998:04:10;0.23727
1998:04:11;0.241503
1998:04:12;0.245687
1998:04:13;0.250767
1998:04:14;0.256745
1998:04:15;0.263624
1998:04:16;0.271406
1998:04:17;0.280094
1998:04:18;0.289692
1998:04:19;0.300203
1998:04:20;0.310797
1998:04:21;0.321478
1998:04:22;0.33225
1998:04:23;0.343117
1998:04:24;0.354084
1998:04:25;0.365155
1998:04:26;0.376334
1998:04:27;0.387583
1998:04:28;0.398905
1998:04:29;0.410306
1998:04:30;0.421789
1998:05:01;0.433359
1998:05:02;0.442937
1998:05:03;0.450525
1998:05:04;0.456531
1998:05:05;0.460957
1998:05:06;0.463804
1998:05:07;0.465074
1998:05:08;0.464768
1998:05:09;0.462885
1998:05:10;0.459424
1998:05:11;0.4547
1998:05:12;0.448711
1998:05:13;0.441455
1998:05:14;0.432929
1998:05:15;0.423129
1998:05:16;0.412052
1998:05:17;0.399693
1998:05:18;0.385371
1998:05:19;0.369079
1998:05:20;0.350812
1998:05:21;0.330561
1998:05:22;0.308321
1998:05:23;0.28408
1998:05:24;0.257831
1998:05:25;0.230393
1998:05:26;0.201755
1998:05:27;0.171905
1998:05:28;0.140833
1998:05:29;0.108527
1998:05:30;0.0749722
1998:05:31;0.0401573
1998:06:01;0.00274624
1998:06:02;-0.0345404
1998:06:03;-0.0717173
1998:06:04;-0.108799
1998:06:05;-0.1458
1998:06:06;-0.182734
1998:06:07;-0.219616
1998:06:08;-0.255109
1998:06:09;-0.289227
1998:06:10;-0.321983
1998:06:11;-0.35339
1998:06:12;-0.383459
1998:06:13;-0.412204
1998:06:14;-0.439634
1998:06:15;-0.465178
1998:06:16;-0.488847
1998:06:17;-0.510649
1998:06:18;-0.530593
1998:06:19;-0.548686
1998:06:20;-0.564937
1998:06:21;-0.57935
1998:06:22;-0.591956
1998:06:23;-0.60276
1998:06:24;-0.611766
1998:06:25;-0.618977
1998:06:26;-0.624397
1998:06:27;-0.628027
1998:06:28;-0.629869
1998:06:29;-0.631745
1998:06:30;-0.633656
1998:07:01;-0.635603
1998:07:02;-0.635281
1998:07:03;-0.63269
1998:07:04;-0.627828
1998:07:05;-0.620694
1998:07:06;-0.61256
1998:07:07;-0.603424
1998:07:08;-0.593282
1998:07:09;-0.582129
1998:07:10;-0.569962
1998:07:11;-0.556776
1998:07:12;-0.542565
1998:07:13;-0.52569
1998:07:14;-0.506145
1998:07:15;-0.483921
1998:07:16;-0.459011
1998:07:17;-0.431404
1998:07:18;-0.401089
1998:07:19;-0.368055
1998:07:20;-0.331139
1998:07:21;-0.290324
1998:07:22;-0.245597
1998:07:23;-0.196939
1998:07:24;-0.144332
1998:07:25;-0.0877537
1998:07:26;-0.0271835
1998:07:27;0.0362107
1998:07:28;0.102454
1998:07:29;0.171571
1998:07:30;0.24359
1998:07:31;0.318539
1998:08:01;0.396447
1998:08:02;0.470171
1998:08:03;0.539653
1998:08:04;0.60492
1998:08:05;0.665996
1998:08:06;0.722905
1998:08:07;0.775671
1998:08:08;0.824312
1998:08:09;0.86885
1998:08:10;0.909459
1998:08:11;0.946155
1998:08:12;0.978954
1998:08:13;1.00787
1998:08:14;1.03291
1998:08:15;1.05408
1998:08:16;1.0714
1998:08:17;1.08497
1998:08:18;1.09479
1998:08:19;1.10086
1998:08:20;1.10319
1998:08:21;1.10178
1998:08:22;1.09663
1998:08:23;1.08773
1998:08:24;1.0757
1998:08:25;1.06054
1998:08:26;1.04224
1998:08:27;1.0208
1998:08:28;0.996193
1998:08:29;0.968425
1998:08:30;0.937482
1998:08:31;0.90311
1998:09:01;0.865297
1998:09:02;0.829414
1998:09:03;0.795447
1998:09:04;0.763383
1998:09:05;0.733209
1998:09:06;0.704913
1998:09:07;0.677923
1998:09:08;0.652228
1998:09:09;0.627818
1998:09:10;0.604684
1998:09:11;0.582816
1998:09:12;0.562206
1998:09:13;0.542846
1998:09:14;0.525154
1998:09:15;0.509122
1998:09:16;0.494746
1998:09:17;0.482018
1998:09:18;0.470934
1998:09:19;0.46149
1998:09:20;0.453681
1998:09:21;0.446959
1998:09:22;0.441319
1998:09:23;0.43676
1998:09:24;0.43328
1998:09:25;0.430877
1998:09:26;0.429551
1998:09:27;0.429301
1998:09:28;0.430973
1998:09:29;0.434566
1998:09:30;0.440082
1998:10:01;0.447524
1998:10:02;0.454447
1998:10:03;0.460853
1998:10:04;0.466746
1998:10:05;0.472413
1998:10:06;0.477855
1998:10:07;0.483075
1998:10:08;0.488075
1998:10:09;0.492857
1998:10:10;0.497423
1998:10:11;0.501774
1998:10:12;0.50539
1998:10:13;0.508273
1998:10:14;0.510423
1998:10:15;0.511841
1998:10:16;0.512529
1998:10:17;0.512485
1998:10:18;0.511711
1998:10:19;0.509711
1998:10:20;0.506483
1998:10:21;0.502027
1998:10:22;0.496341
1998:10:23;0.489422
1998:10:24;0.481269
1998:10:25;0.471877
1998:10:26;0.461586
1998:10:27;0.450392
1998:10:28;0.438292
1998:10:29;0.425279
1998:10:30;0.41135
1998:10:31;0.396498
1998:11:01;0.380718
1998:11:02;0.366146
1998:11:03;0.352776
1998:11:04;0.340603
1998:11:05;0.329622
1998:11:06;0.319828
1998:11:07;0.311219
1998:11:08;0.30379
1998:11:09;0.297995
1998:11:10;0.29383
1998:11:11;0.291294
1998:11:12;0.290385
1998:11:13;0.291105
1998:11:14;0.293453
1998:11:15;0.297429
1998:11:16;0.300891
1998:11:17;0.303841
1998:11:18;0.30628
1998:11:19;0.308208
1998:11:20;0.309626
1998:11:21;0.310535
1998:11:22;0.310935
1998:11:23;0.312418
1998:11:24;0.314985
1998:11:25;0.318636
1998:11:26;0.323373
1998:11:27;0.329198
1998:11:28;0.336113
1998:11:29;0.344121
1998:11:30;0.35369
1998:12:01;0.364823
1998:12:02;0.375574
1998:12:03;0.385947
1998:12:04;0.395945
1998:12:05;0.405574
1998:12:06;0.414836
1998:12:07;0.42209
1998:12:08;0.427338
1998:12:09;0.430583
1998:12:10;0.431826
1998:12:11;0.431068
1998:12:12;0.428307
1998:12:13;0.423544
1998:12:14;0.417335
1998:12:15;0.409677
1998:12:16;0.400568
1998:12:17;0.390004
1998:12:18;0.377981
1998:12:19;0.364494
1998:12:20;0.349538
1998:12:21;0.335209
1998:12:22;0.321501
1998:12:23;0.308409
1998:12:24;0.295929
1998:12:25;0.284054
1998:12:26;0.272781
1998:12:27;0.262106
1998:12:28;0.250072
1998:12:29;0.236675
1998:12:30;0.22191
1998:12:31;0.205772
1999:01:01;0.188254
1999:01:02;0.172328
1999:01:03;0.157988
1999:01:04;0.146071
1999:01:05;0.136572
1999:01:06;0.129486
1999:01:07;0.124812
1999:01:08;0.122548
1999:01:09;0.122692
1999:01:10;0.125244
1999:01:11;0.129322
1999:01:12;0.134925
1999:01:13;0.142057
1999:01:14;0.150719
1999:01:15;0.160917
1999:01:16;0.172652
1999:01:17;0.185931
1999:01:18;0.199768
1999:01:19;0.214168
1999:01:20;0.229137
1999:01:21;0.244682
1999:01:22;0.260807
1999:01:23;0.277519
1999:01:24;0.294826
1999:01:25;0.313708
1999:01:26;0.334173
1999:01:27;0.35623
1999:01:28;0.379886
1999:01:29;0.405152
1999:01:30;0.432036
1999:01:31;0.46055
1999:02:01;0.490356
1999:02:02;0.517211
1999:02:03;0.541125
1999:02:04;0.562107
1999:02:05;0.580165
1999:02:06;0.595307
1999:02:07;0.607538
1999:02:08;0.618437
1999:02:09;0.62801
1999:02:10;0.63626
1999:02:11;0.64319
1999:02:12;0.648803
1999:02:13;0.653102
1999:02:14;0.656087
1999:02:15;0.656386
1999:02:16;0.654
1999:02:17;0.648927
1999:02:18;0.641166
1999:02:19;0.630714
1999:02:20;0.617566
1999:02:21;0.601718
1999:02:22;0.583544
1999:02:23;0.563039
1999:02:24;0.540193
1999:02:25;0.514999
1999:02:26;0.487446
1999:02:27;0.457523
1999:02:28;0.42522
1999:03:01;0.390497
1999:03:02;0.356993
1999:03:03;0.324695
1999:03:04;0.293591
1999:03:05;0.263669
1999:03:06;0.234916
1999:03:07;0.207322
1999:03:08;0.181258
1999:03:09;0.156715
1999:03:10;0.133683
1999:03:11;0.112153
1999:03:12;0.0921163
1999:03:13;0.0735653
1999:03:14;0.0564928
1999:03:15;0.0403904
1999:03:16;0.025252
1999:03:17;0.0110715
1999:03:18;-0.00215656
1999:03:19;-0.0144373
1999:03:20;-0.0257755
1999:03:21;-0.0361757
1999:03:22;-0.0458346
1999:03:23;-0.0547561
